cust_id,marketing_consent,personalization_consent,data_sharing_consent,sms_consent,phone_consent,email_consent,push_consent,wechat_consent,consent_updated_at,dnc_list,unsubscribe_channels,unsubscribe_at,complaint_count_90d,do_not_contact_signal,risk_level,blacklist_flag,value_level
C000090,True,True,False,False,False,False,True,True,2026-07-08,False,,,0,False,low,False,medium
C000091,True,True,True,True,True,False,True,True,2026-02-01,False,,,0,False,medium,False,high
C000092,True,True,True,True,False,False,True,True,2025-08-11,False,,,0,False,high,False,medium
C000093,True,True,True,True,False,True,False,True,2025-08-12,False,,,0,False,low,False,low
C000094,True,True,False,True,True,True,True,True,2025-09-22,False,,,0,False,low,False,medium
C000095,True,True,True,True,False,True,True,True,2026-04-01,False,,,0,False,low,False,high
C000096,True,True,False,False,False,True,True,True,2026-03-29,False,,,0,False,low,False,high
C000097,True,False,True,True,False,True,True,False,2026-05-21,False,,,0,False,low,False,low
C000098,True,True,False,False,True,True,False,True,2026-05-13,False,,,0,False,low,False,medium
C000099,True,False,False,True,False,False,True,True,2026-03-13,False,,,0,False,low,False,medium
C000100,True,True,True,True,False,False,True,True,2026-01-29,False,,,0,False,low,False,medium
C000101,True,False,True,True,False,True,True,True,2025-12-23,False,,,0,False,low,False,medium
C000102,True,True,False,True,False,True,True,False,2026-06-07,False,,,0,False,high,False,medium
C000103,True,True,False,True,False,True,True,False,2025-12-23,False,,,0,False,low,False,low
C000104,True,False,True,False,False,True,True,True,2026-02-11,False,,,0,False,low,False,high
C000105,True,True,True,True,False,True,True,False,2025-07-17,False,,,0,False,low,False,medium
C000106,True,True,False,True,False,True,True,True,2026-04-07,False,,,0,False,low,False,medium
C000107,True,False,False,True,False,False,False,False,2025-10-12,False,,,0,False,low,False,high
C000108,True,True,True,True,False,True,False,True,2026-01-04,False,,,0,False,low,False,high
C000109,True,True,True,True,False,True,True,True,2026-05-02,False,,,0,False,low,False,high
C000110,True,True,True,True,True,True,True,False,2026-01-02,False,,,0,False,low,False,high
C000111,False,True,False,True,False,False,True,False,2026-02-07,False,,,0,False,low,False,low
C000112,True,False,True,True,False,False,True,False,2025-07-18,False,,,0,False,low,False,medium
C000113,True,True,True,True,False,True,True,True,2026-04-29,False,,,0,False,low,False,medium
C000114,True,True,False,True,False,False,True,True,2025-12-04,False,,,0,False,low,False,high
C000115,True,True,True,True,False,False,True,True,2025-10-17,False,,,0,False,low,False,high
C000116,True,False,False,True,False,True,True,True,2026-02-18,False,,,0,False,medium,False,medium
C000117,True,True,False,True,False,True,True,True,2026-04-20,True,,,0,True,high,True,low
C000118,True,True,False,True,False,False,True,True,2026-02-14,False,,,0,False,low,False,medium
C000119,True,True,True,True,False,False,True,False,2026-02-12,False,,,0,False,medium,False,high
C000120,True,True,False,False,False,True,True,True,2026-04-16,False,,,0,False,medium,False,low
C000121,True,True,True,False,False,False,True,True,2025-08-02,False,,,0,False,medium,False,high
C000122,True,True,False,True,False,True,False,True,2026-04-25,False,,,0,False,low,False,high
C000123,True,True,True,True,False,True,True,True,2025-12-27,False,,,0,False,low,False,medium
C000124,True,True,True,True,False,True,True,False,2026-03-25,False,,,0,False,low,False,medium
C000125,True,True,True,True,True,True,True,True,2026-03-09,False,,,0,False,low,False,high
C000126,True,True,False,True,False,True,True,True,2026-01-27,False,,,0,False,low,False,low
C000127,True,True,False,False,True,False,True,True,2026-04-06,False,,,0,False,medium,False,low
C000128,True,False,True,True,False,True,True,True,2025-10-16,False,,,0,False,medium,False,high
C000129,True,True,False,True,True,True,True,True,2026-06-28,False,,,0,False,medium,False,high
C000130,True,True,False,True,False,False,True,True,2026-02-16,False,,,0,False,low,False,low
C000131,True,True,True,False,True,True,True,False,2026-07-15,False,,,0,False,low,False,high
C000132,True,True,False,True,False,False,True,False,2026-02-06,False,微信公众号,2025-12-22,0,False,low,False,high
C000133,True,False,False,True,False,True,True,True,2026-02-16,False,,,0,False,low,False,medium
C000134,True,True,True,False,False,True,True,True,2025-11-06,False,,,0,False,low,False,medium
C000135,False,True,False,False,False,True,True,True,2026-03-18,False,短信,2025-10-17,0,False,low,False,medium
C000136,True,True,True,True,False,False,True,True,2026-03-26,True,,,0,True,high,True,medium
C000137,True,True,True,True,True,True,False,True,2026-01-19,False,,,0,False,low,False,high
C000138,True,True,True,True,True,False,True,True,2025-11-19,False,,,0,False,high,False,medium
C000139,True,True,True,False,True,True,True,True,2026-03-15,False,,,0,False,low,False,medium
C000140,True,False,False,True,False,True,True,True,2026-02-17,False,,,0,False,low,False,high
C000141,True,True,True,True,False,True,True,True,2026-03-24,True,,,0,True,high,True,medium
C000142,True,True,True,False,True,True,False,False,2026-04-18,False,,,0,False,low,False,high
C000143,True,True,True,True,False,False,True,True,2026-02-03,False,,,0,False,low,False,low
C000144,True,False,True,True,True,True,True,True,2026-01-21,True,,,0,True,high,True,medium
C000145,True,True,True,True,False,True,False,True,2025-08-16,False,,,0,False,low,False,medium
C000146,True,True,False,False,True,True,False,True,2025-12-06,False,APP Push,2026-04-20,0,False,low,False,medium
C000147,True,True,False,True,False,True,True,True,2025-10-29,False,,,0,False,low,False,high
C000148,True,False,True,False,False,True,True,True,2025-09-18,False,短信,2025-07-26,0,False,low,False,high
C000149,True,True,True,True,False,True,True,True,2026-03-10,False,,,0,False,high,False,medium
C000150,True,True,True,True,False,False,True,False,2025-09-02,False,,,0,False,low,False,low
C000151,True,False,True,False,False,True,True,True,2026-02-24,False,,,0,False,medium,False,medium
C000152,True,True,False,True,False,False,False,False,2025-08-22,False,微信公众号,2026-01-05,0,False,high,False,low
C000153,True,True,False,True,False,True,True,True,2026-01-10,False,,,0,False,low,False,low
C000154,True,True,True,False,False,True,True,True,2025-08-19,False,,,0,False,low,False,medium
C000155,False,True,False,True,False,True,True,True,2026-06-13,False,,,0,False,low,False,medium
C000156,True,True,True,False,False,True,True,True,2025-12-27,False,,,0,False,low,False,medium
C000157,True,True,True,True,True,False,True,True,2025-07-18,False,,,0,False,low,False,high
C000158,True,True,False,True,False,True,True,False,2026-03-01,False,,,3,True,high,False,high
C000159,True,False,True,True,True,False,True,True,2026-05-09,False,,,0,False,low,False,medium
C000160,True,True,True,False,True,True,True,False,2026-03-13,False,,,0,False,low,False,low
C000161,True,False,True,False,False,True,True,True,2026-02-05,False,短信,2026-03-11,0,False,low,False,medium
C000162,True,True,False,True,False,True,True,True,2025-12-08,False,,,0,False,low,False,low
C000163,True,True,True,True,False,True,True,True,2026-02-05,False,,,0,False,low,False,medium
C000164,True,True,False,True,False,True,True,False,2025-12-13,False,,,0,False,low,False,low
C000165,True,True,True,True,True,True,True,True,2026-01-23,False,,,0,False,low,False,medium
C000166,True,False,False,False,False,True,True,True,2025-10-23,False,,,0,True,high,False,medium
C000167,True,True,True,True,False,True,False,False,2026-01-20,False,,,0,False,low,False,medium
C000168,True,False,False,True,True,True,True,True,2025-10-26,False,,,0,False,low,False,medium
C000169,True,True,True,True,True,True,True,False,2025-12-31,False,,,0,False,low,False,high
C000170,True,True,False,False,False,True,True,True,2025-11-04,False,,,0,False,high,False,medium
C000171,True,True,True,True,False,True,True,False,2026-01-13,False,,,0,False,medium,False,high
C000172,True,True,True,True,False,False,True,True,2025-12-27,False,,,0,False,low,False,medium
C000173,True,True,True,True,False,True,False,False,2025-10-04,False,APP Push,2026-04-22,0,False,low,False,high
C000174,True,False,True,False,False,True,True,False,2026-01-09,False,,,0,False,low,False,high
C000175,True,False,True,True,True,False,True,True,2025-08-19,False,,,0,False,low,False,medium
C000176,True,True,False,True,True,True,True,True,2026-03-30,False,,,0,False,low,False,medium
C000177,True,True,True,False,False,True,True,True,2025-10-04,False,,,0,False,low,False,medium
C000178,True,True,True,True,True,True,True,True,2025-12-26,False,,,0,False,low,False,high
C000179,False,False,True,False,False,True,True,True,2026-03-04,False,短信,2025-08-11,0,False,low,False,low
C000180,True,True,False,True,False,True,True,True,2026-05-02,False,,,0,False,low,False,low
C000181,True,False,True,True,True,False,True,True,2026-06-11,False,,,0,False,low,False,low
C000182,True,False,True,True,False,True,True,True,2026-05-24,False,,,0,False,low,False,medium
C000183,True,True,False,False,False,True,True,True,2026-02-04,False,,,0,False,low,False,medium
C000184,True,False,True,True,False,False,True,True,2026-06-30,False,,,0,False,low,False,high
C000185,True,True,True,True,False,True,True,True,2026-03-11,False,,,0,False,low,False,low
C000186,True,False,True,True,True,False,False,False,2025-12-29,False,,,0,True,high,False,medium
C000187,True,True,False,True,True,True,True,False,2025-07-24,False,,,0,False,low,False,high
C000188,True,True,True,True,False,True,True,False,2026-04-03,False,,,0,False,low,False,high
C000189,True,True,True,True,False,True,True,True,2025-08-19,False,,,0,False,low,False,high
C000190,True,True,True,True,False,False,False,False,2025-11-05,False,,,3,True,high,False,medium
C000191,True,False,True,True,True,False,True,True,2025-12-04,False,,,0,False,low,False,medium
C000192,False,True,False,True,True,True,True,True,2026-01-11,False,,,0,False,low,False,high
C000193,True,False,False,False,False,True,True,True,2026-06-10,False,,,0,False,low,False,high
C000194,True,True,False,True,False,False,True,True,2025-10-30,False,,,0,False,low,False,medium
C000195,True,True,False,True,True,False,True,False,2025-11-25,False,,,0,False,low,False,medium
C000196,True,True,False,True,True,True,True,True,2026-01-26,False,,,0,False,low,False,medium
C000197,True,True,False,True,False,True,True,True,2025-10-17,False,,,0,False,low,False,high
C000198,True,False,True,True,False,True,True,True,2026-01-26,False,,,0,False,low,False,medium
C000199,True,True,True,True,False,True,True,True,2025-10-25,False,,,0,False,low,False,medium
C000200,False,True,False,True,False,True,True,True,2025-11-15,False,,,0,False,low,False,high
C000201,False,True,True,False,False,False,True,False,2026-07-01,False,短信,2026-05-21,0,False,low,False,medium
C000202,True,True,False,True,False,True,True,True,2026-03-06,False,,,0,False,high,True,medium
C000203,True,True,False,True,False,False,True,True,2025-10-01,False,,,0,False,low,False,medium
C000204,True,True,True,False,True,True,True,True,2025-10-17,False,,,0,False,low,False,medium
C000205,True,False,True,False,True,False,True,True,2025-11-23,False,,,0,False,medium,False,medium
C000206,True,False,True,True,False,True,True,False,2026-02-28,False,,,0,False,high,False,medium
C000207,True,True,False,True,True,True,True,False,2025-12-02,False,,,0,False,medium,False,high
C000208,True,True,False,True,False,True,True,False,2025-07-30,False,,,0,False,low,False,high
C000209,True,True,False,True,True,True,True,False,2025-09-23,False,,,0,False,low,False,medium
C000210,False,True,False,True,False,True,True,True,2025-09-01,False,,,0,False,low,False,low
C000211,True,True,True,True,False,False,True,True,2025-09-04,False,,,0,False,low,False,high
C000212,True,True,False,False,False,True,True,False,2026-01-05,False,,,0,False,low,False,medium
C000213,True,False,True,True,False,True,True,True,2026-06-22,True,,,0,True,high,True,medium
C000214,True,False,False,True,True,True,True,False,2026-03-12,False,,,0,False,low,False,medium
C000215,True,False,True,True,False,True,True,False,2025-11-26,False,,,0,False,low,False,medium
C000216,True,True,True,True,False,True,True,False,2025-07-28,False,,,0,False,low,False,low
C000217,True,False,False,True,False,False,True,False,2026-05-03,False,微信公众号,2026-02-04,0,False,low,False,medium
C000218,True,True,True,True,False,True,True,False,2026-05-01,False,,,0,False,low,False,high
C000219,True,False,False,True,True,False,True,True,2026-03-25,False,,,0,False,medium,False,medium
C000220,True,True,True,True,False,False,True,False,2025-07-26,False,,,0,False,low,False,high
C000221,True,False,True,True,False,True,True,True,2026-05-25,False,,,0,False,low,False,medium
C000222,True,False,False,True,False,True,True,True,2026-02-26,False,,,0,False,low,False,low
C000223,True,True,False,True,False,True,True,True,2026-07-12,False,,,0,False,low,False,low
C000224,True,True,False,False,True,True,True,False,2026-06-26,False,微信公众号,2025-12-17,0,False,low,False,medium
C000225,True,True,False,True,False,True,True,True,2026-02-16,False,,,0,False,low,False,medium
C000226,True,True,False,True,True,False,True,False,2026-05-19,False,,,0,False,low,False,high
C000227,True,True,False,False,False,True,True,False,2025-12-22,False,,,0,False,low,False,medium
C000228,True,True,True,True,True,True,True,True,2025-08-14,False,,,0,False,low,False,medium
C000229,True,False,True,True,False,True,True,True,2025-08-07,False,,,0,False,low,False,high
C000230,True,True,True,False,False,True,True,False,2025-10-15,True,短信,2026-01-30,0,True,high,True,low
C000231,True,False,False,True,False,False,True,True,2025-10-27,False,,,0,False,low,False,low
C000232,True,True,True,True,False,True,False,True,2025-10-14,False,APP Push,2025-10-27,0,False,low,False,medium
C000233,True,True,True,False,False,True,True,True,2026-01-31,False,,,0,False,high,False,low
C000234,True,True,True,True,False,True,True,True,2026-03-25,False,,,0,False,low,False,low
C000235,False,True,True,False,False,True,True,True,2026-06-23,False,短信,2026-05-29,0,False,low,False,high
C000236,True,True,True,True,False,False,True,True,2026-02-15,False,,,0,False,low,False,high
C000237,True,True,True,True,False,False,False,True,2025-07-18,False,,,0,False,low,False,medium
C000238,True,True,False,False,False,True,True,True,2025-10-08,False,,,0,False,low,False,medium
C000239,True,True,True,True,True,True,True,False,2026-04-30,False,,,0,False,low,False,medium
C000240,True,True,True,True,False,True,True,True,2026-05-05,False,,,0,False,medium,False,low
C000241,True,True,True,False,False,True,True,True,2025-12-11,False,,,0,False,low,False,medium
C000242,True,True,False,True,True,True,True,True,2025-08-03,False,,,0,False,low,False,high
C000243,True,True,True,True,True,False,True,True,2025-10-08,False,,,0,False,low,False,medium
C000244,True,True,True,True,False,False,False,True,2025-11-08,False,,,0,False,low,False,medium
C000245,True,True,False,False,True,True,True,True,2026-01-28,False,,,0,False,low,False,high
C000246,True,True,False,True,False,True,True,True,2025-08-02,False,,,0,False,low,False,high
C000247,True,True,False,True,True,True,True,True,2025-11-30,False,,,0,False,low,False,low
C000248,True,True,True,True,False,True,False,True,2025-11-10,False,,,0,False,medium,False,medium
C000249,True,True,False,True,True,True,True,True,2026-05-18,False,,,0,False,medium,False,medium
C000250,True,True,True,False,False,True,True,False,2026-02-17,False,,,0,False,low,False,low
C000251,True,True,False,True,True,False,True,False,2026-03-31,False,,,0,False,low,False,medium
C000252,True,True,False,True,False,True,True,True,2026-02-15,False,,,0,False,low,False,medium
C000253,True,False,False,True,False,True,True,True,2025-07-29,False,,,0,False,low,False,medium
C000254,True,True,False,True,False,True,True,False,2025-10-31,False,,,0,False,low,False,medium
C000255,True,True,True,True,False,True,True,True,2025-11-22,False,,,0,False,low,False,medium
C000256,True,True,True,True,False,True,False,True,2025-12-02,False,,,0,False,low,False,high
C000257,True,True,False,True,False,False,False,True,2026-06-08,False,,,0,False,low,False,medium
C000258,True,True,False,True,True,False,True,True,2026-03-05,False,,,0,False,low,False,medium
C000259,True,True,False,True,True,True,True,True,2026-03-14,False,,,0,False,low,False,medium
C000260,True,True,True,False,False,True,True,False,2025-10-28,False,,,0,False,low,False,medium
C000261,True,True,False,True,False,True,True,True,2025-10-30,False,,,0,False,low,False,low
C000262,False,False,True,True,False,True,True,True,2026-03-29,False,,,0,False,low,False,medium
C000263,True,True,False,True,False,False,True,True,2025-12-05,False,,,0,False,low,False,low
C000264,True,True,True,True,False,False,True,True,2025-08-02,False,,,0,False,low,False,high
C000265,True,True,True,True,False,True,False,True,2026-07-07,True,,,0,True,high,True,high
C000266,True,True,False,True,False,True,True,True,2026-04-10,False,,,0,False,low,False,high
C000267,True,True,True,False,True,True,False,True,2026-05-01,False,,,0,False,low,False,low
C000268,True,True,False,True,True,True,True,False,2026-02-28,False,,,0,False,low,False,high
C000269,True,True,True,True,True,False,False,False,2026-06-27,False,,,0,False,low,False,low
C000270,True,True,True,False,False,True,True,True,2025-12-18,False,,,0,False,low,False,low
C000271,True,True,True,True,True,True,True,True,2025-11-16,False,,,0,False,low,False,medium
C000272,True,False,False,True,False,True,True,True,2026-01-25,False,,,0,False,low,False,high
C000273,True,False,False,True,True,False,True,True,2026-05-10,False,,,0,False,low,False,high
C000274,True,True,False,True,True,True,False,True,2025-08-02,False,,,0,False,low,False,high
C000275,True,True,True,True,False,True,True,True,2025-08-01,False,,,0,False,low,False,medium
C000276,True,True,False,True,False,True,True,True,2026-06-30,False,,,0,False,low,False,high
C000277,True,False,True,True,False,False,True,False,2026-01-03,False,,,0,False,low,False,medium
C000278,True,True,True,True,False,True,True,True,2025-12-10,False,,,0,False,low,False,medium
C000279,True,False,True,True,True,True,True,False,2025-11-05,False,,,0,False,low,False,low
C000280,True,True,False,False,False,True,True,True,2026-01-15,False,短信,2025-10-25,0,False,low,False,low
C000281,True,True,False,True,False,True,True,False,2025-09-19,False,,,0,False,low,False,medium
C000282,True,True,True,True,True,False,False,False,2025-10-13,False,,,0,False,low,False,medium
C000283,True,True,True,True,False,True,True,True,2026-06-19,False,,,0,False,low,False,medium
C000284,True,False,True,True,False,True,True,True,2025-10-03,False,,,0,False,low,False,medium
C000285,True,True,True,True,True,True,True,True,2026-04-04,False,,,0,False,low,False,high
C000286,True,True,False,True,True,True,True,False,2025-11-10,False,,,0,False,low,False,medium
C000287,True,True,False,True,True,True,False,True,2026-07-13,False,,,0,False,low,False,high
C000288,True,True,True,True,False,True,True,True,2025-10-26,False,,,0,False,low,False,medium
C000289,True,True,False,True,False,True,True,False,2026-03-29,False,微信公众号,2026-04-20,0,True,high,False,high
C000290,True,True,True,True,False,True,True,False,2026-03-02,False,,,0,False,low,False,medium
C000291,True,True,True,True,True,True,True,True,2026-02-23,False,,,0,False,low,False,medium
C000292,True,True,True,False,True,False,False,True,2025-08-16,False,,,0,False,low,False,high
C000293,True,False,True,True,False,True,True,True,2026-01-16,False,,,0,False,low,False,high
C000294,True,True,True,True,False,True,True,True,2025-08-18,False,,,0,False,low,False,high
C000295,True,True,False,True,True,False,True,True,2025-11-05,False,,,0,False,low,False,medium
C000296,True,True,True,True,True,False,True,True,2026-04-13,False,,,0,False,low,False,high
C000297,True,True,False,True,False,True,False,True,2026-07-12,False,,,0,False,low,False,low
C000298,True,True,True,True,False,True,True,True,2026-02-12,False,,,0,False,low,False,low
C000299,True,True,True,True,False,True,True,True,2026-07-14,False,,,7,True,high,False,high
C000300,True,True,False,True,True,True,True,True,2025-12-01,True,,,0,True,high,True,medium
C000301,True,True,True,True,False,True,True,True,2026-01-28,False,,,0,False,low,False,medium
C000302,True,True,True,False,False,False,True,True,2026-07-02,True,,,0,True,high,True,high
C000303,True,False,False,True,False,True,True,True,2026-01-20,False,,,0,False,low,False,medium
C000304,True,False,False,True,False,True,False,True,2026-07-07,False,,,0,False,low,False,low
C000305,True,False,True,True,False,True,False,True,2026-02-06,False,,,0,False,low,False,medium
C000306,True,True,False,True,False,False,True,False,2026-04-23,False,,,0,False,low,False,high
C000307,True,True,True,True,True,True,True,False,2025-09-23,False,,,0,False,low,False,medium
C000308,True,True,True,True,False,True,True,True,2026-03-13,False,,,0,False,low,False,medium
C000309,True,True,True,True,False,True,True,False,2025-08-19,False,,,0,False,low,False,high
C000310,True,True,True,True,False,False,True,True,2026-03-07,False,,,0,False,low,False,high
C000311,True,False,False,True,False,True,True,True,2025-09-28,False,,,0,False,low,False,low
C000312,True,False,False,True,False,True,True,True,2026-05-06,False,,,0,False,low,False,medium
C000313,True,True,False,True,True,True,False,True,2025-10-10,False,APP Push,2025-10-16,6,True,high,False,high
C000314,True,True,True,False,False,True,True,True,2025-11-05,False,短信,2026-03-12,0,False,low,False,medium
C000315,True,True,True,False,True,False,True,True,2025-08-17,False,短信,2026-01-12,0,False,low,False,high
C000316,True,False,True,True,False,True,True,True,2025-08-02,False,,,0,False,low,False,medium
C000317,True,True,False,True,True,True,True,True,2025-11-04,False,,,0,False,low,False,medium
C000318,True,True,True,True,False,False,False,False,2026-04-01,False,,,0,False,low,False,medium
C000319,False,True,True,False,False,True,True,True,2026-01-06,False,,,0,False,low,False,high
C000320,True,False,True,True,False,True,True,True,2026-06-26,False,,,2,False,low,False,medium
C000321,True,True,False,True,True,True,True,True,2025-11-14,False,,,0,False,low,False,medium
C000322,True,True,True,True,False,False,True,True,2025-10-26,False,,,0,False,low,False,high
C000323,False,True,True,True,False,True,True,True,2026-03-06,False,,,0,False,low,False,medium
C000324,True,True,False,True,True,True,True,True,2026-06-02,False,,,0,False,low,False,medium
C000325,True,True,True,True,False,True,False,True,2025-09-21,False,APP Push,2025-07-27,0,False,low,False,low
C000326,True,False,True,True,True,True,True,True,2025-07-17,False,,,0,False,low,False,high
